,id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93
24092,24093,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
53236,53237,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,25,1,0,1,0,12,0,0,0,0,0,4,0,6,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,1,3,0,0,0,0,1,0,1,0,0,6,0,19,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0
45998,45999,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,9,1,1,0,3,2,1,1,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,2,2,0,0,0,1,2,0,0,2,0,32,0,2,0,7,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,1,0,1,2,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0
42454,42455,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,8,1,0,4,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0
39180,39181,0,5,0,2,0,0,0,0,0,0,12,0,0,1,0,1,0,4,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,1,0,3,0,1,0,2,0,2,0,5,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,2,1,0,0,0,0,0,1,0,4,0,0,3,0
61802,61803,0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13440,13441,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
9752,9753,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0
18680,18681,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
52721,52722,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,0,1,1,13,0,0,0,0,0,0,2,4,0,2,2,6,1,7,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,1,2,0,1,22,0,0,0,5,0,1,1,0,19,0,19,2,0,0,0,2,2,25,0,0,0,0,0,0,4,0,0,1,0,0,0,13,0,0,1
51237,51238,0,3,0,1,0,0,0,2,1,6,0,0,0,2,2,1,0,0,0,10,0,4,0,8,1,0,0,0,0,1,0,4,0,0,0,2,3,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,2,1,1,0,1,0,2,1,2,10,0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,3,1,1,0,0,6,0,0,0
22787,22788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27876,27877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
49281,49282,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,5,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0
2296,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
60749,60750,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,4,0,4,0,0,0,0,1,5,10,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,1,0,0,0,4,1,0,0,0,1,30,0,0,3,0,0,1,2,16,2,0,5,0,1,9,0,2,10,2,0,4,1,1,0,0,0,2,11,1,2,2,0,0,0,1
40917,40918,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,1,12,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,6,15,0,0,7,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
55731,55732,0,3,1,0,0,0,2,2,0,0,1,0,0,1,0,2,0,0,2,1,0,3,0,4,0,0,0,1,0,0,0,1,0,0,0,2,1,3,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,0,1,2,0,2,2,0,22,0,0,0,2,1,1,8,0,3,0,0,0,0,7,0,0,2,0,3,0,16,1,0,0
5972,5973,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,3,0,1,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
20901,20902,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,4,0,13,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
20532,20533,0,0,1,0,0,0,0,0,0,0,0,0,1,2,23,5,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
9647,9648,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
12978,12979,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4769,4770,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,2,0,0,0,5,1,0,16,0,0,0,0,0,1,0,16,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0
9469,9470,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,21,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
54985,54986,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1212,1213,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
9707,9708,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9158,9159,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50770,50771,0,0,1,0,0,0,0,0,13,2,0,0,0,2,4,4,1,0,0,2,0,2,0,13,4,0,0,0,0,0,0,7,1,1,0,0,4,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,6,2,0,0,1,0,2,0,1,0,5,0,0,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0
56256,56257,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
38952,38953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0
24984,24985,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,2,0,1,0,2,0,0,5,1,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,3,1,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,1,0,0,0
60737,60738,0,0,0,0,0,0,2,2,0,4,0,0,0,2,0,2,8,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,1,0,0,9,0,2,0,1,2,0,0,2,0,0,0,3,0,0,0,0,10,0,2,0,0,0,37,0,0,2,0,4,2,0,24,1,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0
49295,49296,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,11,1,0,0,0,0,0,3,5,0,0,1,0,2,1,0,0,2,1,0,7,2,0,2,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
26047,26048,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,1,0
26783,26784,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,1,7,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0
4732,4733,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
58292,58293,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,0,0,10,0,0,0,0,14,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17620,17621,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017,50018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,4,15,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
60234,60235,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,3,0,1,0,1,0,1,0,3,1,0,0,0,0,0,2,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0
52645,52646,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,3,0,4,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,5,0,0,0,3,0,0,0,2,0,5,0,0,0,1,0,0,1,1,0,3,0,3,3,0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0
9245,9246,3,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
9741,9742,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
55990,55991,0,0,0,0,1,0,0,1,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1
47586,47587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
56070,56071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60968,60969,0,0,0,0,0,0,0,8,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,3,0,1,0,0,2,0,0,0,4,5,0,9,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0
46141,46142,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,6,12,0,0,0,0,0,0,0
61102,61103,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36759,36760,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,6,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33430,33431,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
26203,26204,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
50163,50164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
32848,32849,3,0,0,0,1,0,0,0,1,0,8,0,0,0,2,1,3,0,0,0,3,0,0,7,0,0,7,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,53,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4560,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0,0
35075,35076,2,0,1,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,6,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,8,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21911,21912,0,0,1,0,0,0,0,0,0,0,0,3,0,3,1,6,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,0,11,0,0,1,4,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9371,9372,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7445,7446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,0,6,0,0,3,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,3,0,0,2,0,0,0,5,0,1,0,0,0,0,0,2,4,0,0,0,0,1,0,3,0,0,6,0,0,0,0
29894,29895,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46400,46401,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0
33212,33213,0,1,3,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,1,0,1,1,0,0,0,2,2,2,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,4,0,0,0,0,0,1,1,7,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6172,6173,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
32249,32250,0,0,12,2,1,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,7,3,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,2,0,17,0,0,1,0,0,1,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
24648,24649,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0
36079,36080,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,12
18192,18193,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
43946,43947,0,1,1,5,0,0,0,0,0,0,12,0,1,0,1,1,0,3,0,2,0,0,0,3,0,6,0,0,0,0,0,0,2,0,5,0,0,1,0,0,1,2,0,1,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0
